AdigNCBI_PRO	Acervicorn_PRO	Adigitifer_PRO	Aelegantis_PRO	Ahyacinthu_PRO	Amillepora_PRO	Apallida_PRO	Apalmata_PRO	Atenuis_PRO	Fscutaria_PRO	Mauretenra_PRO	Mcavernosa_PRO	Nvectensis_PRO	Ofaveolata_PRO	Pastreoide_PRO	Paustralie_PRO	Pcarnosus_PRO	Pdaedalea_PRO	Pdamicorni_PRO	Plobata_PRO	Pstrigosa_PRO	Shystrix_PRO	Spistillat_PRO	Ssiderea_PRO
XP_015754976.1	GASU01093288.1	adi_EST_assem_14053	comp18480_c2_seq1	NA	c021646	Locus_172_Transcript_1/1_Confidence_1.0_Length_1225	Contig_2714	isotig11400	comp6253_c0_seq1	comp16605_c2_seq1	comp15634_c0_seq1	jgi|Nemve1|189422|estExt_GenewiseH_1.C_1420070	comp12802_c0_seq1	isotig05759	FX463827.1	Unigene21911_Mix_Normal_N	c13639_g1_i1	bu_91849.1_c2854	c54053_g1_i1	comp16973_c0_seq1	NA	Spi_isotig07327	comp242928_c0_seq5
XP_015754989.1	GASU01030240.1	adi_EST_assem_2327	NA	NA	c008236p	Locus_16401_Transcript_1/1_Confidence_1.0_Length_897	Contig_1447	isotig09525	comp1143_c0_seq2	comp4172_c0_seq2	NA	jgi|Nemve1|170199|estExt_gwp.C_1420062	comp42594_c0_seq1	isotig03452	FX438151.1	Unigene46732_Mix_Normal_N	c16582_g1_i1	bu_91849.1_lrc29026	c57816_g1_i3	comp1533_c0_seq1	comp508_c4_seq35	Spi_isotig06653	NA
XP_015754990.1	NA	NA	NA	NA	NA	NA	Contig_9910	NA	NA	comp5645_c0_seq1	NA	jgi|Nemve1|25465|gw.142.50.1	NA	NA	NA	NA	c12486_g1_i1	NA	NA	NA	comp183962_c0_seq1	Spi_isotig09824	NA
XP_015754987.1	GASU01085509.1	NA	NA	NA	c002383	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX437118.1	NA	NA	NA	c60703_g1_i2	NA	NA	NA	NA
XP_015754996.1	GASU01012080.1	NA	NA	NA	c018091	NA	NA	NA	comp61044_c0_seq1	comp35538_c0_seq1	comp71029_c0_seq1	NA	comp28414_c0_seq1	NA	FX441060.1	NA	c11875_g1_i1	NA	c61307_g2_i1	comp8656_c0_seq2	comp72481_c0_seq4	Spi_isotig07826	comp251351_c0_seq11
XP_015754997.1	GASU01040039.1	adi_EST_assem_18725	NA	NA	c020159	NA	Contig_35622	NA	comp10528_c0_seq1	NA	comp37715_c0_seq1	jgi|Nemve1|240939|estExt_fgenesh1_pg.C_370049	NA	NA	FX444170.1	Unigene145338_Mix_Normal_N	NA	bu_91849.1_c4109	c47897_g1_i1	NA	NA	Spi_isotig07429	NA
XP_015755001.1	GASU01031508.1	adi_EST_assem_3417	NA	NA	c033884	Locus_6102_Transcript_4/4_Confidence_1.0_Length_740	Contig_5121	isotig16866	NA	comp685_c0_seq1	NA	NA	comp24620_c0_seq1	isotig10757	FX460999.1	Unigene126652_Mix_Normal_N	c6319_g1_i2	bu_91849.1_c25482	c33465_g1_i1	comp1782_c0_seq1	comp3090_c0_seq4	Spi_isotig04113	comp227848_c0_seq2
XP_015754899.1	NA	NA	comp29252_c0_seq1	NA	c005587m	NA	Contig_6898	NA	NA	NA	comp18254_c0_seq6	NA	comp16998_c0_seq1	NA	FX490973.1	NA	NA	bu_91849.1_c7346	c61590_g1_i9	NA	NA	NA	NA
XP_015755004.1	GASU01015641.1	adi_EST_assem_8798	NA	contig68077	c015558	Locus_5723_Transcript_1/1_Confidence_1.0_Length_883	Contig_38379	isotig13414	comp667_c0_seq2	comp3010_c0_seq1	comp9090_c0_seq2	jgi|Nemve1|233989|estExt_fgenesh1_pm.C_50005	comp44406_c0_seq2	isotig06410	FX802363.1	Unigene16913_Mix_Normal_N	c14635_g1_i1	bu_91849.1_lrc57125	c53733_g1_i1	comp1305_c0_seq4	NA	Spi_isotig05039	comp241178_c0_seq1
XP_015754902.1	NA	NA	NA	NA	c003618	NA	NA	NA	NA	NA	comp15308_c0_seq3	NA	NA	NA	FX503563.1	NA	NA	NA	c62507_g1_i3	NA	NA	NA	comp263153_c1_seq2
XP_015755048.1	GASU01004176.1	adi_EST_assem_27069	NA	NA	c028516	NA	Contig_24666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015755043.1	GASU01084013.1	adi_EST_assem_2448	NA	NA	NA	NA	Contig_328	NA	NA	comp238227_c0_seq1	comp66913_c0_seq1	jgi|Nemve1|246895|estExt_fgenesh1_pg.C_2520007	comp42258_c0_seq1	NA	FX442743.1	NA	NA	NA	c54703_g2_i1	comp30428_c0_seq1	NA	NA	comp258165_c0_seq1
XP_015755046.1	NA	NA	NA	NA	NA	NA	NA	NA	comp123246_c0_seq3	NA	NA	jgi|Nemve1|173435|estExt_gwp.C_2520016	NA	NA	FX490180.1	NA	NA	NA	c38163_g1_i1	NA	NA	NA	comp253953_c0_seq1
XP_015755047.1	GASU01087357.1	NA	NA	NA	c008640	NA	Contig_35177	isotig01564	comp59603_c0_seq1	comp34613_c0_seq1	NA	jgi|Nemve1|247202|estExt_fgenesh1_pg.C_2780011	NA	NA	FX463771.1	Unigene19844_Mix_Normal_N	c2908_g1_i1	NA	c59694_g5_i1	comp45036_c0_seq1	NA	NA	NA
XP_015755014.1	NA	NA	NA	NA	NA	NA	NA	isotig02084	NA	comp1508_c0_seq1	NA	jgi|Nemve1|191879|estExt_GenewiseH_1.C_2190091	comp43225_c0_seq1	NA	NA	Unigene18048_Mix_Normal_N	c16902_g1_i1	NA	NA	comp3272_c0_seq1	comp1279_c0_seq3	Spi_isotig07894	comp248559_c0_seq2
XP_015755057.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	jgi|Nemve1|215155|fgenesh1_pg.scaffold_219000027	NA	NA	FX461872.1	NA	NA	NA	c51730_g1_i1	NA	NA	NA	comp243086_c0_seq9
XP_015755067.1	NA	NA	comp101642_c0_seq2	NA	c010283	NA	Contig_40963	NA	NA	NA	comp14210_c1_seq1	jgi|Nemve1|174480|estExt_gwp.C_3080019	comp46360_c0_seq6	NA	FX496674.1	NA	NA	NA	c58411_g1_i2	NA	comp1664_c1_seq1	NA	NA
XP_015755068.1	GASU01031209.1	NA	NA	NA	NA	NA	NA	NA	NA	comp61170_c0_seq1	NA	jgi|Nemve1|204860|fgenesh1_pg.scaffold_54000057	NA	NA	FX466814.1	NA	NA	NA	c47735_g1_i2	NA	NA	NA	NA
XP_015755076.1	NA	NA	comp25780_c0_seq3	NA	NA	Locus_12467_Transcript_1/2_Confidence_1.0_Length_1390	NA	NA	comp12384_c0_seq5	NA	comp5554_c0_seq1	NA	comp36231_c0_seq2	NA	FX487177.1	Unigene26361_Mix_Normal_N	NA	NA	c57337_g1_i2	NA	NA	NA	comp255222_c0_seq2
XP_015755081.1	GASU01041213.1	adi_EST_assem_9199	comp123037_c0_seq1	NA	NA	NA	Contig_3392	NA	comp9597_c0_seq3	comp48789_c0_seq1	NA	NA	comp37478_c0_seq1	isotig04963	NA	Unigene33846_Mix_Normal_N	c289_g1_i1	NA	c53515_g1_i1	comp49427_c0_seq1	comp23694_c0_seq2	Spi_isotig02542	comp238224_c1_seq10
XP_015755079.1	NA	adi_EST_assem_17870	comp22_c1_seq1	NA	c015525	Locus_5164_Transcript_1/1_Confidence_1.0_Length_1671	Contig_5193	NA	comp14_c1_seq1	comp454_c0_seq1	comp47_c0_seq2	jgi|Nemve1|247215|estExt_fgenesh1_pg.C_2780044	NA	NA	FX458392.1	Unigene46424_Mix_Normal_N	c7020_g1_i1	NA	NA	comp752_c0_seq1	NA	Spi_isotig01664	comp236644_c0_seq1
XP_015755033.1	GASU01020552.1	adi_EST_assem_5277	comp32033_c0_seq2	NA	c003442	NA	Contig_20283	NA	NA	NA	NA	jgi|Nemve1|194441|estExt_GenewiseH_1.C_3760008	NA	NA	FX504236.1	NA	NA	NA	NA	NA	NA	NA	comp250775_c0_seq4
XP_015755089.1	GASU01039958.1	adi_EST_assem_2062	NA	contig204146	c007886	NA	Contig_8626	NA	comp2611_c4_seq1	comp73420_c0_seq2	NA	NA	NA	NA	NA	NA	NA	bu_91849.1_c25569	NA	NA	NA	NA	NA
XP_015755117.1	GASU01015320.1	adi_EST_assem_1816	comp71963_c0_seq1	NA	c014635	Locus_3471_Transcript_1/1_Confidence_1.0_Length_938	Contig_16639	isotig10650	NA	NA	NA	jgi|Nemve1|237400|estExt_fgenesh1_kg.C_2210001	NA	NA	NA	Unigene6505_Mix_Normal_N	NA	bu_91849.1_c37784	c52702_g1_i1	comp2791_c0_seq7	NA	Spi_isotig06730	NA
XP_015755134.1	GASU01001783.1	NA	comp133044_c0_seq1	NA	NA	NA	NA	NA	comp87049_c0_seq2	NA	NA	jgi|Nemve1|117891|e_gw.149.46.1	NA	NA	FX461070.1	NA	NA	NA	c37525_g1_i1	NA	NA	Spi_isotig09067	comp248229_c0_seq1
XP_015755143.1	GASU01030239.1	NA	NA	NA	c013724	Locus_4461_Transcript_2/3_Confidence_1.0_Length_1824	Contig_35293	NA	comp81049_c0_seq1	comp15844_c0_seq1	NA	NA	NA	NA	FX461611.1	NA	NA	NA	NA	NA	NA	Spi_isotig01798	NA
XP_015755144.1	NA	adi_EST_assem_3069	NA	NA	NA	NA	NA	NA	NA	NA	comp223_c0_seq1	NA	NA	NA	NA	Unigene45849_Mix_Normal_N	NA	NA	NA	NA	comp5406_c1_seq1	NA	NA
XP_015755147.1	NA	NA	NA	NA	NA	NA	NA	NA	comp28684_c0_seq1	comp169058_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	c39113_g1_i1	comp38684_c0_seq2	NA	NA	NA
XP_015755149.1	NA	NA	NA	NA	c016843	NA	Contig_23627	isotig11392	NA	NA	NA	NA	NA	NA	FX498336.1	NA	NA	NA	c43655_g1_i1	NA	NA	Spi_isotig09724	comp247212_c0_seq7
XP_015755150.1	GASU01090365.1	adi_EST_assem_29707	comp41957_c0_seq3	NA	NA	Locus_3163_Transcript_3/4_Confidence_1.0_Length_685	Contig_15432	NA	NA	comp8957_c0_seq1	NA	jgi|Nemve1|121345|e_gw.178.71.1	NA	NA	FX477708.1	Unigene92691_Mix_Normal_N	NA	NA	c61688_g1_i1	NA	comp66953_c0_seq1	NA	NA
XP_015755096.1	NA	adi_EST_assem_10302	NA	NA	c005615	NA	NA	NA	comp31822_c0_seq1	NA	comp58117_c0_seq2	NA	comp46735_c0_seq8	NA	FX496504.1	Unigene18786_Mix_Normal_N	NA	bu_91849.1_c2556	NA	NA	comp3014_c0_seq2	NA	NA
XP_015755097.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp244552_c0_seq1	NA	NA	NA	NA	NA	Unigene119483_Mix_Normal_N	NA	NA	NA	comp193091_c0_seq1	comp155831_c0_seq1	NA	NA
XP_015755099.1	GASU01004006.1	adi_EST_assem_12535	NA	contig174262_79713_111164	c005905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015755103.1	GASU01070056.1	NA	NA	NA	c017292	NA	Contig_13093	isotig10347	NA	comp18717_c0_seq1	NA	NA	comp49842_c0_seq1	NA	NA	NA	NA	bu_91849.1_c3770	NA	NA	NA	NA	NA
XP_015755104.1	NA	NA	NA	NA	c010759	NA	Contig_25329	NA	comp27511_c0_seq1	NA	NA	jgi|Nemve1|217217|fgenesh1_pg.scaffold_288000031	NA	NA	NA	NA	NA	NA	c62034_g9_i1	NA	NA	NA	NA
XP_015755182.1	GASU01005183.1	adi_EST_assem_496	comp31531_c0_seq1	NA	c003876m	Locus_13999_Transcript_1/1_Confidence_1.0_Length_1447	Contig_40353	NA	comp42372_c0_seq1	NA	comp123014_c0_seq1	NA	NA	isotig10137	FX453690.1	NA	c12482_g1_i1	NA	c41824_g1_i2	NA	comp14406_c0_seq1	NA	comp255821_c0_seq3
XP_015755111.1	GASU01041631.1	NA	comp82425_c0_seq1	NA	c016212	NA	Contig_10123	NA	NA	NA	comp48561_c0_seq1	jgi|Nemve1|244805|estExt_fgenesh1_pg.C_1340051	comp38337_c0_seq1	NA	FX464800.1	NA	NA	bu_91849.1_c1264	NA	NA	comp11422_c1_seq1	Spi_isotig06436	NA
XP_015755183.1	NA	NA	comp2450_c2_seq80	NA	NA	Locus_357_Transcript_2/22_Confidence_1.0_Length_3564	NA	NA	comp76490_c0_seq1	NA	NA	NA	comp45749_c0_seq1	NA	NA	NA	NA	bu_91849.1_c25241	NA	NA	comp4238_c0_seq1	NA	NA
XP_015755185.1	GASU01018502.1	adi_EST_assem_18805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX443582.1	NA	NA	NA	c23912_g2_i1	NA	NA	NA	NA
XP_015755186.1	GASU01030781.1	adi_EST_assem_4585	comp1480_c0_seq1	NA	NA	Locus_14635_Transcript_1/1_Confidence_1.0_Length_879	Contig_1622	isotig09578	comp2453_c0_seq1	comp1835_c0_seq1	NA	jgi|Nemve1|246637|estExt_fgenesh1_pg.C_2300022	comp41771_c0_seq1	isotig03810	NA	Unigene16350_Mix_Normal_N	c7226_g1_i1	bu_91849.1_c13022	c52541_g1_i1	comp3892_c0_seq1	comp2753_c1_seq1	Spi_isotig01982	comp247784_c0_seq1
XP_015755187.1	GASU01080928.1	adi_EST_assem_19635	comp9469_c0_seq13	NA	c019635	NA	Contig_12363	NA	NA	comp158673_c0_seq1	NA	jgi|Nemve1|192163|estExt_GenewiseH_1.C_2300041	NA	NA	FX459622.1	Unigene133971_Mix_Normal_N	NA	NA	NA	comp79478_c0_seq1	NA	Spi_isotig05425	comp262552_c0_seq4
XP_015755113.1	NA	adi_EST_assem_16079	NA	NA	c017810	NA	Contig_19100	NA	comp24094_c0_seq1	comp14372_c0_seq7	comp9164_c0_seq1	jgi|Nemve1|11117|gw.230.2.1	comp39881_c0_seq1	NA	FX437731.1	Unigene16758_Mix_Normal_N	NA	NA	NA	NA	NA	NA	NA
XP_015755188.1	NA	adi_EST_assem_5205	comp3473_c0_seq1	NA	c006938	Locus_5156_Transcript_1/3_Confidence_1.0_Length_2312	Contig_26160	isotig09817	comp2126_c0_seq1	NA	NA	NA	comp41886_c0_seq1	NA	FX437383.1	NA	NA	bu_91849.1_c894	c59130_g1_i1	comp5666_c0_seq1	comp2728_c0_seq2	NA	comp258845_c0_seq1
XP_015755190.1	GASU01030094.1	NA	comp129711_c0_seq1	NA	NA	Locus_14597_Transcript_1/2_Confidence_1.0_Length_489	Contig_19435	isotig04368	comp356_c0_seq1	comp512_c0_seq1	comp309_c0_seq2	jgi|Nemve1|191823|estExt_GenewiseH_1.C_2180036	comp80392_c0_seq1	isotig20908	FX452523.1	Unigene47566_Mix_Normal_N	c26190_g1_i1	NA	c35168_g1_i1	comp579_c0_seq1	NA	Spi_isotig14247	NA
XP_015755192.1	GASU01014676.1	adi_EST_assem_8050	comp12101_c1_seq1	NA	c003648m	Locus_15526_Transcript_1/1_Confidence_1.0_Length_1556	NA	NA	NA	NA	comp11569_c0_seq1	NA	NA	NA	NA	CL5544.Contig1_Mix_Normal_N	NA	NA	c55491_g1_i6	NA	comp3233_c1_seq1	NA	NA
XP_015755193.1	GASU01095264.1	NA	NA	NA	NA	NA	NA	NA	comp55716_c0_seq1	NA	comp21531_c0_seq1	jgi|Nemve1|212843|fgenesh1_pg.scaffold_164000004	NA	NA	FX450107.1	Unigene103885_Mix_Normal_N	NA	NA	c52354_g1_i1	NA	comp75034_c0_seq2	NA	NA
XP_015755221.1	GASU01026312.1	adi_EST_assem_9706	comp24293_c0_seq2	NA	c014729	NA	Contig_19861	NA	NA	comp178805_c0_seq1	comp138433_c0_seq1	jgi|Nemve1|237290|estExt_fgenesh1_kg.C_1640001	comp34525_c0_seq1	NA	FX447904.1	NA	NA	NA	c54996_g1_i1	NA	NA	NA	comp251976_c0_seq2
XP_015755223.1	GASU01015166.1	adi_EST_assem_1825	comp4350_c0_seq5	NA	c004263	Locus_2075_Transcript_3/3_Confidence_1.0_Length_1309	Contig_15888	NA	NA	NA	NA	jgi|Nemve1|212845|fgenesh1_pg.scaffold_164000006	NA	NA	FX459648.1	Unigene154527_Mix_Normal_N	c17239_g1_i1	bu_91849.1_c10021	c49829_g1_i2	comp9639_c0_seq4	comp4706_c0_seq1	Spi_isotig01474	NA
XP_015755222.1	NA	adi_EST_assem_7550	NA	NA	c018853	NA	Contig_11053	NA	NA	NA	NA	NA	NA	NA	FX485723.1	NA	NA	NA	c51540_g1_i2	comp56745_c0_seq1	NA	NA	NA
XP_015755195.1	GASU01080001.1	adi_EST_assem_938	NA	NA	c030660	NA	Contig_17097	NA	comp759_c0_seq2	comp485_c0_seq1	NA	NA	comp44554_c0_seq1	NA	NA	Unigene47351_Mix_Normal_N	NA	NA	NA	NA	NA	Spi_isotig11030	NA
XP_015755237.1	GASU01014646.1	NA	NA	NA	c001238m	NA	Contig_17746	NA	NA	comp2975_c0_seq1	comp13567_c0_seq2	NA	NA	NA	FX470598.1	Unigene26450_Mix_Normal_N	NA	bu_91849.1_lrc58063	c39756_g1_i1	NA	NA	NA	NA
XP_015755255.1	NA	adi_EST_assem_9967	NA	NA	c018115	NA	Contig_2636	NA	NA	NA	NA	NA	NA	NA	FX466682.1	NA	NA	NA	NA	NA	NA	Spi_isotig01177	NA
XP_015755214.1	NA	NA	NA	NA	NA	Locus_492_Transcript_23/33_Confidence_1.0_Length_853	NA	NA	NA	comp204484_c0_seq1	NA	NA	NA	NA	NA	Unigene71378_Mix_Normal_N	NA	NA	c61397_g1_i1	NA	NA	NA	NA
XP_015755324.1	GASU01044239.1	adi_EST_assem_8249	comp37643_c0_seq1	NA	c024923	NA	Contig_36302	isotig02683	comp1215_c3_seq1	comp271825_c0_seq1	comp209065_c0_seq1	jgi|Nemve1|187754|estExt_GenewiseH_1.C_1070150	NA	isotig12615	FX440383.1	NA	NA	NA	c50577_g1_i1	comp107858_c0_seq1	NA	NA	comp243464_c0_seq3
XP_015755322.1	NA	adi_EST_assem_10534	comp24655_c0_seq3	NA	NA	NA	Contig_21174	isotig09759	NA	NA	NA	NA	NA	NA	FX438477.1	NA	NA	bu_91849.1_c19365	c49651_g1_i1	comp30407_c0_seq1	comp42445_c0_seq3	NA	comp247502_c1_seq2
XP_015755323.1	NA	NA	comp24655_c0_seq1	NA	c019978	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX461488.1	NA	NA	NA	NA	NA	NA	NA	comp247502_c1_seq1
XP_015755317.1	GASU01017701.1	adi_EST_assem_8510	NA	NA	c004013	NA	Contig_13120	NA	NA	NA	comp83469_c0_seq1	NA	NA	NA	FX442505.1	NA	NA	NA	c60503_g1_i3	NA	NA	NA	NA
XP_015755325.1	GASU01019656.1	NA	comp37220_c0_seq1	NA	c044866	Locus_83088_Transcript_1/1_Confidence_1.0_Length_1015	Contig_6380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Spi_isotig10367	NA
XP_015755290.1	NA	adi_EST_assem_8796	NA	NA	c003284	Locus_10114_Transcript_4/4_Confidence_1.0_Length_3315	Contig_752	NA	comp22992_c0_seq2	NA	NA	NA	comp45277_c0_seq1	NA	NA	NA	NA	NA	c62949_g1_i7	NA	NA	NA	NA
XP_015755327.1	NA	NA	comp53983_c0_seq1	NA	c010299	NA	NA	NA	NA	NA	NA	jgi|Nemve1|111525|e_gw.106.80.1	comp37619_c0_seq1	NA	FX477928.1	NA	NA	NA	NA	NA	NA	NA	NA
XP_015755337.1	NA	adi_EST_assem_9198	comp1906_c0_seq30	contig153439	c013885	Locus_6730_Transcript_1/2_Confidence_1.0_Length_976	Contig_5455	isotig12630	comp1562_c0_seq1	comp440_c0_seq1	comp10270_c0_seq2	NA	comp26092_c0_seq1	isotig08514	NA	Unigene115045_Mix_Normal_N	c12643_g1_i1	NA	c54335_g1_i2	comp2550_c0_seq1	comp1543_c0_seq3	Spi_isotig06706	comp224424_c0_seq1
XP_015755330.1	GASU01092271.1	NA	NA	NA	c004200	NA	Contig_16971	isotig00992	NA	NA	NA	jgi|Nemve1|244043|estExt_fgenesh1_pg.C_1060011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp256508_c6_seq9
XP_015755328.1	GASU01081285.1	adi_EST_assem_9616	NA	NA	c003963	Locus_13701_Transcript_1/2_Confidence_1.0_Length_1548	Contig_3855	NA	comp26897_c0_seq1	NA	comp34620_c0_seq1	jgi|Nemve1|213347|fgenesh1_pg.scaffold_174000032	comp38198_c0_seq1	NA	FX459962.1	Unigene117290_Mix_Normal_N	NA	bu_91849.1_c2122	c56872_g1_i2	comp113529_c0_seq1	comp12303_c0_seq1	Spi_isotig04780	comp207580_c0_seq1
XP_015755339.1	GASU01081195.1	adi_EST_assem_20050	comp41854_c0_seq1	NA	NA	Locus_272_Transcript_1/1_Confidence_1.0_Length_702	Contig_14075	NA	comp19306_c0_seq1	comp9915_c0_seq3	NA	jgi|Nemve1|248557|estExt_fgenesh1_pg.C_6660002	NA	NA	FX460883.1	NA	NA	NA	c40745_g1_i1	NA	NA	NA	comp232498_c0_seq1
XP_015755342.1	NA	NA	NA	NA	c008019	NA	Contig_16686	isotig10568	comp8467_c0_seq1	NA	comp48947_c0_seq1	NA	NA	NA	FX444626.1	Unigene14774_Mix_Normal_N	NA	NA	c55954_g2_i2	comp8072_c0_seq1	comp11519_c0_seq1	NA	comp257311_c0_seq2
XP_015755345.1	GASU01092206.1	adi_EST_assem_5682	NA	NA	c006031	NA	Contig_7523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015755295.1	GASU01041102.1	adi_EST_assem_14076	comp75078_c0_seq1	NA	c005781	NA	Contig_4413	NA	NA	NA	comp4665_c0_seq1	jgi|Nemve1|179399|estExt_GenewiseH_1.C_120205	NA	NA	NA	NA	NA	NA	c59623_g1_i4	NA	comp5021_c0_seq1	Spi_isotig05176	comp248415_c0_seq1
XP_015755350.1	GASU01084851.1	adi_EST_assem_3889	comp39446_c0_seq1	NA	c014578	NA	Contig_8414	NA	comp94817_c0_seq1	NA	comp59705_c0_seq1	jgi|Nemve1|171463|estExt_gwp.C_1770062	comp37978_c0_seq1	NA	FX439323.1	Unigene134768_Mix_Normal_N	NA	NA	c59534_g1_i1	comp208814_c0_seq1	NA	Spi_isotig06138	comp254687_c0_seq9
XP_015755351.1	NA	adi_EST_assem_272	NA	NA	NA	NA	NA	isotig10250	NA	comp32564_c0_seq2	NA	NA	NA	NA	FX451872.1	NA	NA	NA	NA	NA	NA	NA	NA
XP_015755300.1	GASU01084341.1	adi_EST_assem_1177	NA	NA	c009195	Locus_7426_Transcript_1/1_Confidence_1.0_Length_1855	Contig_8695	isotig09700	NA	comp30996_c0_seq2	comp18038_c0_seq3	jgi|Nemve1|186877|estExt_GenewiseH_1.C_910105	comp44187_c0_seq1	NA	FX461931.1	Unigene25389_Mix_Normal_N	NA	NA	c58830_g1_i1	NA	comp5759_c0_seq1	Spi_isotig05756	comp246296_c0_seq1
XP_015755352.1	GASU01027501.1	adi_EST_assem_6532	NA	NA	c016330	NA	Contig_26276	NA	comp31494_c0_seq1	comp54390_c0_seq1	NA	jgi|Nemve1|208351|fgenesh1_pg.scaffold_91000052	NA	NA	FX472775.1	NA	NA	NA	NA	comp34311_c0_seq1	NA	NA	comp245849_c0_seq1
XP_015755358.1	GASU01013786.1	adi_EST_assem_22058	NA	NA	c022219	NA	Contig_13069	isotig01804	comp21464_c0_seq1	NA	NA	jgi|Nemve1|245244|estExt_fgenesh1_pg.C_1510036	comp15607_c0_seq1	NA	FX438940.1	Unigene56770_Mix_Normal_N	c11811_g1_i1	NA	c58680_g5_i1	NA	NA	Spi_isotig09396	comp260032_c0_seq3
XP_015755360.1	GASU01031113.1	adi_EST_assem_1028	NA	NA	c015926	NA	Contig_7561	isotig10610	comp323_c0_seq1	comp1658_c0_seq1	comp1126_c0_seq2	NA	comp45645_c1_seq1	isotig01237	FX460045.1	Unigene47574_Mix_Normal_N	c10658_g1_i1	NA	c53897_g1_i2	comp2071_c0_seq1	comp303_c0_seq2	Spi_isotig07097	NA
XP_015755363.1	GASU01040941.1	adi_EST_assem_4212	NA	NA	c019303	NA	Contig_37387	NA	NA	NA	comp87122_c0_seq2	jgi|Nemve1|241712|estExt_fgenesh1_pg.C_500022	NA	NA	FX440862.1	NA	NA	NA	c50125_g1_i1	NA	NA	NA	comp260621_c0_seq39
XP_015755364.1	NA	NA	NA	NA	NA	NA	Contig_11717	NA	NA	comp140247_c0_seq1	NA	jgi|Nemve1|247622|estExt_fgenesh1_pg.C_3250013	NA	NA	NA	Unigene129755_Mix_Normal_N	c9973_g1_i1	NA	c38062_g1_i1	NA	NA	NA	NA
XP_015755375.1	GASU01079610.1	adi_EST_assem_1364	NA	NA	NA	NA	NA	NA	NA	NA	comp10694_c0_seq8	NA	comp44309_c0_seq1	NA	FX453765.1	Unigene46665_Mix_Normal_N	NA	NA	c56926_g1_i3	NA	comp3771_c0_seq1	NA	comp247765_c0_seq1
XP_015755405.1	GASU01042684.1	NA	NA	NA	c008052	Locus_11979_Transcript_2/3_Confidence_1.0_Length_2755	NA	isotig09287	NA	comp117743_c0_seq2	NA	jgi|Nemve1|82501|e_gw.6.35.1	NA	NA	FX463689.1	NA	NA	NA	c46001_g1_i1	NA	NA	Spi_isotig04825	NA
XP_015755408.1	GASU01040818.1	adi_EST_assem_2321	NA	NA	c007090	NA	Contig_39463	NA	NA	NA	NA	jgi|Nemve1|50774|gw.432.24.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015755415.1	GASU01047726.1	adi_EST_assem_16143	NA	NA	NA	Locus_2732_Transcript_2/2_Confidence_1.0_Length_858	NA	NA	comp16668_c0_seq1	comp14772_c0_seq2	comp64901_c0_seq1	NA	NA	NA	FX443388.1	Unigene24888_Mix_Normal_N	c15052_g1_i2	bu_91849.1_c23110	c52214_g1_i1	comp8660_c0_seq1	comp10174_c0_seq1	Spi_isotig10859	NA
XP_015755413.1	NA	NA	NA	NA	c023894	NA	Contig_37459	isotig14667	comp101102_c0_seq1	comp32938_c0_seq1	NA	jgi|Nemve1|82666|e_gw.6.146.1	NA	NA	FX484107.1	NA	NA	NA	NA	NA	NA	NA	comp243224_c0_seq2
XP_015755423.1	NA	adi_EST_assem_20641	NA	NA	c020288	NA	Contig_4108	NA	comp54743_c0_seq1	comp274342_c0_seq1	NA	NA	NA	NA	FX473424.1	NA	NA	bu_91849.1_c21994	c29989_g1_i2	comp63344_c0_seq1	NA	NA	comp188736_c0_seq1
XP_015755425.1	GASU01031825.1	adi_EST_assem_9532	NA	contig145471	c019923	Locus_2455_Transcript_2/8_Confidence_1.0_Length_1203	Contig_8600	NA	NA	comp1150_c0_seq1	comp1402_c0_seq1	jgi|Nemve1|237657|estExt_fgenesh1_kg.C_6070001	comp47003_c0_seq1	isotig04790	FX437496.1	Unigene46583_Mix_Normal_N	c14642_g1_i1	bu_91849.1_lrc17522	c44296_g1_i1	comp1481_c0_seq1	NA	Spi_isotig07352	comp247849_c1_seq2
XP_015755427.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp357_c10_seq22	NA	NA	NA	NA	NA	NA	c12480_g1_i1	NA	NA	comp32453_c0_seq1	comp18958_c0_seq1	NA	NA
XP_015755428.1	GASU01015896.1	adi_EST_assem_7660	NA	NA	NA	NA	Contig_19518	NA	comp98972_c0_seq1	NA	NA	NA	comp42602_c0_seq1	isotig03205	FX436536.1	Unigene45123_Mix_Normal_N	NA	NA	c60218_g2_i2	comp2478_c0_seq1	comp4656_c0_seq2	NA	comp226801_c0_seq1
