AdigNCBI_PRO	Acervicorn_PRO	Adigitifer_PRO	Aelegantis_PRO	Ahyacinthu_PRO	Amillepora_PRO	Apallida_PRO	Apalmata_PRO	Atenuis_PRO	Fscutaria_PRO	Mauretenra_PRO	Mcavernosa_PRO	Nvectensis_PRO	Ofaveolata_PRO	Pastreoide_PRO	Paustralie_PRO	Pcarnosus_PRO	Pdaedalea_PRO	Pdamicorni_PRO	Plobata_PRO	Pstrigosa_PRO	Shystrix_PRO	Spistillat_PRO	Ssiderea_PRO
XP_015755360.1	GASU01031113.1	adi_EST_assem_1028	NA	NA	c015926	NA	Contig_7561	isotig10610	NA	comp1658_c0_seq1	comp1126_c0_seq2	NA	comp45645_c1_seq1	NA	FX460045.1	Unigene47574_Mix_Normal_N	c10658_g1_i1	NA	c53897_g1_i2	comp2071_c0_seq1	comp303_c0_seq2	Spi_isotig07097	NA
XP_015747204.1	NA	NA	NA	NA	c017027	NA	Contig_3348	NA	comp30490_c0_seq1	NA	NA	NA	comp44084_c0_seq2	NA	FX456202.1	NA	NA	NA	c35704_g1_i2	NA	NA	NA	NA
XP_015760862.1	GASU01080346.1	adi_EST_assem_4373	comp9703_c0_seq1	NA	c002329	NA	Contig_5558	NA	NA	NA	comp32235_c0_seq2	jgi|Nemve1|247547|estExt_fgenesh1_pg.C_3140010	comp40602_c0_seq1	NA	FX458355.1	NA	NA	NA	c61041_g3_i2	NA	NA	NA	comp262925_c0_seq2
XP_015765972.1	NA	adi_EST_assem_10002	NA	NA	c004799	NA	NA	NA	NA	NA	comp48594_c0_seq1	NA	NA	NA	FX449849.1	NA	NA	NA	c54277_g1_i1	NA	NA	NA	comp262939_c1_seq6
XP_015771529.1	NA	adi_EST_assem_5657	NA	NA	c004692	NA	Contig_2399	isotig10048	NA	NA	NA	NA	NA	NA	FX442265.1	NA	NA	NA	c56868_g2_i1	NA	NA	NA	NA
XP_015752134.1	NA	adi_EST_assem_5720	comp9409_c0_seq2	contig174291	NA	Locus_967_Transcript_2/4_Confidence_1.0_Length_1554	NA	NA	NA	comp681661_c0_seq1	NA	jgi|Nemve1|203646|fgenesh1_pg.scaffold_44000091	NA	NA	FX447859.1	NA	NA	bu_91849.1_c17588	NA	NA	comp27674_c0_seq1	NA	NA
XP_015776737.1	NA	adi_EST_assem_1494	NA	NA	NA	Locus_4684_Transcript_2/2_Confidence_1.0_Length_1786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Spi_isotig01105	comp260546_c0_seq8
XP_015776736.1	NA	NA	NA	NA	c003603	NA	Contig_1323	NA	comp6829_c0_seq4	comp28860_c0_seq6	comp3448_c0_seq8	NA	comp42432_c0_seq3	NA	NA	Unigene16799_Mix_Normal_N	NA	NA	NA	NA	NA	NA	comp260546_c0_seq15
XP_015751103.1	NA	adi_EST_assem_33573	NA	NA	NA	NA	NA	NA	NA	comp2588_c0_seq1	NA	NA	comp37648_c0_seq1	NA	NA	Unigene17767_Mix_Normal_N	NA	NA	NA	comp30455_c0_seq1	NA	NA	NA
XP_015772665.1	NA	adi_EST_assem_7002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp40320_c0_seq1	NA	FX458923.1	Unigene154321_Mix_Normal_N	c17859_g1_i1	NA	c60661_g4_i4	NA	comp12624_c0_seq1	NA	NA
XP_015770859.1	GASU01020229.1	adi_EST_assem_7902	NA	NA	c009709	NA	Contig_684	NA	comp13046_c0_seq1	NA	comp18174_c0_seq3	jgi|Nemve1|110221|e_gw.99.16.1	comp42082_c0_seq2	NA	FX447559.1	NA	NA	NA	c54370_g1_i1	NA	NA	NA	comp251014_c0_seq2
XP_015758887.1	NA	adi_EST_assem_18238	NA	NA	c008819p	NA	Contig_15189	NA	NA	NA	NA	NA	NA	NA	FX448480.1	NA	NA	NA	NA	NA	NA	NA	NA
XP_015766342.1	GASU01040609.1	adi_EST_assem_13845	NA	NA	c002573	NA	Contig_38117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015759235.1	GASU01031892.1	adi_EST_assem_13974	NA	NA	c015442	NA	Contig_9311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015765198.1	NA	NA	NA	NA	NA	NA	NA	NA	comp2472_c0_seq6	NA	NA	NA	comp45699_c0_seq2	NA	NA	Unigene24933_Mix_Normal_N	NA	NA	NA	NA	NA	NA	comp253519_c1_seq15
XP_015760317.1	NA	NA	NA	contig148774	c020181	Locus_4259_Transcript_1/1_Confidence_1.0_Length_554	Contig_4941	isotig10769	comp8141_c0_seq5	comp6670_c0_seq1	comp12132_c0_seq1	jgi|Nemve1|165587|estExt_gwp.C_620114	NA	isotig03772	FX503464.1	Unigene116107_Mix_Normal_N	NA	NA	c61196_g2_i4	NA	comp6276_c1_seq3	Spi_isotig07294	comp251749_c0_seq5
XP_015752027.1	NA	adi_EST_assem_17881	comp7337_c3_seq5	NA	c016647	NA	Contig_1906	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	c57534_g1_i1	comp155410_c0_seq1	comp7700_c0_seq7	Spi_isotig07848	NA
XP_015777320.1	GASU01070729.1	adi_EST_assem_6091	comp38057_c0_seq1	NA	c020968	NA	NA	isotig04705	comp24226_c0_seq1	NA	NA	jgi|Nemve1|239679|estExt_fgenesh1_pg.C_180046	comp42615_c0_seq1	NA	FX800351.1	Unigene70222_Mix_Normal_N	c2147_g1_i1	NA	c57969_g4_i2	comp55420_c0_seq2	comp9659_c0_seq1	NA	comp236818_c0_seq1
XP_015748420.1	GASU01031031.1	adi_EST_assem_12410	comp26920_c0_seq1	NA	c011314	Locus_896_Transcript_2/2_Confidence_1.0_Length_970	Contig_2026	NA	NA	NA	NA	jgi|Nemve1|236608|estExt_fgenesh1_kg.C_300005	comp44373_c0_seq1	isotig03267	NA	Unigene116353_Mix_Normal_N	c15936_g1_i2	bu_91849.1_c1244	c46455_g1_i1	NA	NA	Spi_isotig06937	NA
XP_015778472.1	NA	NA	comp1781_c0_seq1	contig147552	NA	NA	NA	isotig10063	NA	NA	NA	NA	comp43523_c0_seq1	isotig05865	FX458862.1	Unigene16680_Mix_Normal_N	c14961_g1_i2	bu_91849.1_c616	NA	NA	comp1235_c0_seq1	NA	NA
XP_015757351.1	NA	NA	NA	NA	NA	NA	NA	isotig04611	NA	NA	NA	NA	NA	NA	NA	NA	NA	bu_91849.1_c439	NA	comp6732_c0_seq1	NA	Spi_isotig05399	NA
XP_015755871.1	NA	NA	NA	NA	c009066	NA	NA	NA	NA	comp20415_c0_seq4	NA	jgi|Nemve1|202733|fgenesh1_pg.scaffold_37000108	NA	NA	NA	Unigene68641_Mix_Normal_N	NA	NA	NA	NA	NA	NA	NA
XP_015774668.1	NA	adi_EST_assem_2453	NA	NA	c003092	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX456175.1	NA	NA	NA	c54580_g1_i2	NA	NA	NA	comp262622_c0_seq2
XP_015770601.1	NA	adi_EST_assem_5601	NA	NA	c002957	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX454531.1	NA	NA	NA	c58654_g1_i2	NA	NA	NA	NA
XP_015771508.1	GASU01030429.1	adi_EST_assem_10842	NA	NA	c004646	Locus_1746_Transcript_1/4_Confidence_1.0_Length_2513	Contig_37858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Spi_isotig06109	NA
XP_015751291.1	GASU01084988.1	adi_EST_assem_5400	comp30229_c0_seq1	NA	NA	Locus_15310_Transcript_1/1_Confidence_1.0_Length_1432	Contig_18006	NA	NA	NA	comp27811_c0_seq1	jgi|Nemve1|229673|fgenesh1_pm.scaffold_93000013	comp43230_c0_seq1	NA	FX448781.1	Unigene15760_Mix_Normal_N	NA	NA	c58122_g3_i2	comp14171_c0_seq1	NA	Spi_isotig06131	NA
XP_015759979.1	NA	adi_EST_assem_1188	comp26544_c0_seq1	NA	c007030	NA	Contig_761	NA	comp2253_c6_seq6	NA	NA	NA	comp44849_c0_seq1	isotig03292	NA	Unigene69440_Mix_Normal_N	NA	NA	c48581_g1_i1	NA	comp1910_c1_seq1	Spi_isotig04841	comp259148_c0_seq1
XP_015777187.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX458143.1	NA	NA	NA	c50819_g1_i2	comp30255_c0_seq1	NA	NA	NA
XP_015769516.1	GASU01020102.1	adi_EST_assem_13055	NA	NA	c003862	NA	Contig_24837	NA	comp12684_c0_seq1	comp57348_c0_seq1	comp13841_c0_seq1	NA	NA	NA	FX503205.1	NA	NA	bu_91849.1_c23170	NA	NA	NA	Spi_isotig04800	comp216439_c0_seq1
XP_015770274.1	NA	adi_EST_assem_1485	NA	NA	c003612p	NA	NA	NA	comp3190_c0_seq2	comp32467_c0_seq2	comp11263_c0_seq4	jgi|Nemve1|108249|e_gw.89.4.1	comp42334_c0_seq1	NA	FX453320.1	CL754.Contig1_Mix_Normal_N	NA	bu_91849.1_c10841	NA	NA	NA	Spi_isotig04820	comp258688_c0_seq4
XP_015758513.1	GASU01015448.1	adi_EST_assem_14543	comp38476_c0_seq1	NA	c001235m	Locus_11280_Transcript_1/1_Confidence_1.0_Length_1796	Contig_39234	NA	NA	NA	NA	NA	comp45013_c0_seq2	isotig04176	NA	Unigene46860_Mix_Normal_N	NA	NA	c58640_g7_i1	NA	comp4050_c0_seq2	NA	NA
XP_015771997.1	NA	adi_EST_assem_568	NA	NA	c003192	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unigene22791_Mix_Normal_N	NA	NA	NA	NA	NA	NA	comp258252_c0_seq3
XP_015757070.1	NA	adi_EST_assem_6373	NA	NA	c017853	Locus_11972_Transcript_1/1_Confidence_1.0_Length_2569	NA	NA	comp58961_c0_seq1	comp74980_c0_seq1	comp57617_c0_seq1	NA	NA	NA	FX492969.1	NA	NA	bu_91849.1_c1862	c39579_g1_i1	NA	comp97976_c0_seq1	Spi_isotig05961	comp251531_c0_seq2
XP_015757241.1	NA	NA	NA	NA	c017987	NA	Contig_40453	NA	NA	NA	comp124283_c0_seq1	jgi|Nemve1|177046|estExt_GenewiseH_1.C_10495	NA	NA	FX453826.1	NA	NA	bu_91849.1_c28743	c48157_g1_i1	NA	comp22240_c0_seq1	Spi_isotig03104	comp225244_c0_seq2
XP_015773411.1	GASU01015743.1	adi_EST_assem_1771	NA	NA	NA	NA	Contig_41924	isotig04195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	c54312_g1_i2	NA	NA	NA	NA
XP_015759594.1	NA	NA	comp70628_c0_seq2	NA	NA	NA	NA	NA	NA	NA	comp12878_c0_seq2	jgi|Nemve1|86003|e_gw.12.425.1	comp44747_c0_seq1	NA	FX447951.1	NA	NA	NA	NA	comp3802_c1_seq1	NA	NA	NA
XP_015767617.1	GASU01093277.1	NA	comp50693_c0_seq1	NA	c008590	NA	Contig_3489	NA	NA	NA	comp67427_c0_seq3	jgi|Nemve1|221557|fgenesh1_pg.scaffold_834000001	NA	NA	FX441642.1	NA	NA	NA	c58184_g1_i1	NA	NA	NA	comp249621_c0_seq3
XP_015759142.1	NA	adi_EST_assem_11088	NA	NA	c002076	Locus_7241_Transcript_2/5_Confidence_1.0_Length_4287	NA	NA	comp10797_c0_seq3	NA	NA	NA	NA	NA	FX451909.1	NA	NA	NA	NA	NA	NA	NA	comp250440_c0_seq42
XP_015758261.1	NA	adi_EST_assem_22533	NA	NA	c012050	NA	NA	NA	NA	comp10266_c1_seq2	NA	NA	NA	NA	FX443516.1	NA	NA	NA	NA	NA	NA	NA	comp244073_c0_seq15
XP_015773662.1	GASU01030989.1	adi_EST_assem_6020	NA	contig68715_108481	c010430	NA	Contig_20894	isotig11946	NA	NA	NA	jgi|Nemve1|165493|estExt_gwp.C_610212	NA	NA	FX503349.1	Unigene67802_Mix_Normal_N	c11040_g1_i1	bu_91849.1_c2385	c44502_g1_i1	comp5285_c0_seq4	NA	Spi_isotig07381	comp238769_c0_seq5
XP_015769335.1	GASU01043176.1	NA	comp23818_c0_seq2	NA	c003123	NA	CCHX16736_b1_c	NA	NA	NA	comp50614_c0_seq3	jgi|Nemve1|247949|estExt_fgenesh1_pg.C_3820011	comp44345_c0_seq1	NA	FX435642.1	Unigene51036_Mix_Normal_N	NA	NA	c60504_g2_i1	NA	NA	NA	NA
XP_015768223.1	GASU01005963.1	adi_EST_assem_8195	NA	NA	c002648	NA	NA	NA	comp14474_c0_seq1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp15110_c0_seq3	NA	NA	NA
XP_015758675.1	NA	NA	NA	NA	c028265	Locus_12548_Transcript_1/1_Confidence_1.0_Length_1088	Contig_24507	isotig06827	comp3441_c0_seq1	comp3491_c0_seq3	NA	jgi|Nemve1|10968|gw.159.3.1	comp36945_c0_seq1	isotig06405	NA	Unigene44664_Mix_Normal_N	c14794_g1_i1	bu_91849.1_c2523	NA	comp3387_c0_seq1	NA	Spi_isotig08850	comp215969_c0_seq2
XP_015751448.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp46606_c0_seq2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015748044.1	GASU01070153.1	adi_EST_assem_7049	NA	NA	c001952	NA	NA	NA	NA	NA	NA	jgi|Nemve1|240231|estExt_fgenesh1_pg.C_260066	NA	NA	NA	NA	NA	NA	c58421_g2_i5	NA	NA	NA	comp262790_c0_seq1
XP_015759982.1	GASU01020385.1	adi_EST_assem_630	NA	NA	c013405	NA	Contig_7683	NA	comp24011_c0_seq1	comp46734_c0_seq2	NA	jgi|Nemve1|204022|fgenesh1_pg.scaffold_47000081	NA	NA	FX471782.1	NA	NA	NA	c55823_g2_i1	NA	NA	NA	NA
XP_015763842.1	NA	NA	NA	NA	c000478m	NA	NA	NA	NA	comp82936_c0_seq1	NA	NA	NA	NA	FX437830.1	NA	NA	bu_91849.1_c22984	c53895_g1_i1	NA	NA	Spi_isotig03055	comp272627_c0_seq1
XP_015772966.1	NA	adi_EST_assem_6415	comp69943_c0_seq1	NA	c002604	NA	NA	NA	comp7805_c0_seq6	NA	NA	jgi|Nemve1|200609|fgenesh1_pg.scaffold_22000131	NA	NA	NA	Unigene116122_Mix_Normal_N	NA	NA	NA	NA	NA	NA	comp262543_c0_seq6
XP_015751454.1	GASU01048926.1	adi_EST_assem_5566	NA	NA	c004795	NA	NA	NA	NA	NA	NA	jgi|Nemve1|99065|e_gw.52.32.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015752140.1	GASU01080663.1	adi_EST_assem_13327	NA	NA	NA	NA	Contig_38123	NA	NA	NA	comp21031_c0_seq1	NA	NA	NA	FX448587.1	NA	NA	bu_91849.1_c2334	c61630_g4_i1	comp82769_c0_seq1	NA	Spi_isotig06029	NA
XP_015772266.1	NA	adi_EST_assem_2673	comp28489_c0_seq1	NA	c007333	NA	Contig_23693	NA	comp10288_c0_seq4	NA	comp11259_c0_seq2	NA	NA	NA	FX502773.1	NA	NA	NA	c52897_g1_i1	NA	NA	NA	comp254789_c0_seq1
XP_015758509.1	NA	NA	NA	NA	c021278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unigene98201_Mix_Normal_N	c14203_g1_i1	bu_91849.1_c21112	NA	comp15547_c0_seq1	NA	NA	NA
XP_015771248.1	NA	adi_EST_assem_4805	NA	NA	c010217	NA	Contig_38422	NA	NA	NA	NA	NA	NA	NA	FX437571.1	NA	NA	NA	c60567_g1_i5	NA	NA	NA	NA
XP_015758506.1	NA	adi_EST_assem_13182	NA	NA	NA	NA	Contig_37939	NA	NA	NA	comp12008_c0_seq2	NA	comp43725_c0_seq1	NA	FX460451.1	Unigene147745_Mix_Normal_N	NA	bu_91849.1_c1756	c58993_g1_i1	NA	comp7904_c0_seq2	NA	comp255015_c0_seq2
XP_015776405.1	GASU01004122.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Unigene136538_Mix_Normal_N	NA	NA	NA	comp31677_c0_seq1	NA	NA	NA
XP_015764501.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp732_c5_seq87	NA	comp32772_c0_seq1	NA	NA	Unigene77304_Mix_Normal_N	NA	NA	NA	NA	NA	NA	NA
XP_015772773.1	GASU01062825.1	NA	NA	NA	NA	NA	NA	NA	NA	comp3458_c1_seq1	NA	NA	NA	NA	FX469783.1	NA	NA	NA	NA	NA	NA	NA	comp237119_c0_seq2
XP_015772778.1	NA	NA	NA	NA	c031443	NA	Contig_17338	NA	NA	NA	NA	jgi|Nemve1|53046|gw.131.80.1	NA	NA	NA	NA	NA	NA	c50505_g1_i1	NA	NA	Spi_isotig03345	NA
XP_015764531.1	GASU01042341.1	NA	NA	NA	NA	NA	Contig_5884	NA	NA	NA	NA	NA	NA	NA	NA	NA	c15977_g1_i2	bu_91849.1_c26693	NA	NA	NA	NA	NA
XP_015780586.1	GASU01015750.1	adi_EST_assem_4578	NA	NA	c008272	NA	Contig_2700	isotig09185	NA	NA	NA	jgi|Nemve1|227127|fgenesh1_kg.scaffold_133000001	comp30067_c0_seq1	NA	FX435777.1	Unigene7355_Mix_Normal_N	NA	bu_91849.1_c7773	c60264_g1_i4	NA	NA	Spi_isotig06280	NA
XP_015755190.1	GASU01030094.1	NA	NA	NA	NA	Locus_14597_Transcript_1/2_Confidence_1.0_Length_489	Contig_19435	isotig04368	comp356_c0_seq1	NA	comp309_c0_seq2	jgi|Nemve1|191823|estExt_GenewiseH_1.C_2180036	NA	isotig20908	FX452523.1	Unigene47566_Mix_Normal_N	c26190_g1_i1	NA	c35168_g1_i1	NA	NA	Spi_isotig14247	NA
XP_015759810.1	GASU01080469.1	adi_EST_assem_6621	NA	NA	c004725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	comp259284_c0_seq3
XP_015756503.1	GASU01087326.1	NA	NA	NA	c005448	NA	NA	NA	NA	NA	comp98867_c0_seq1	jgi|Nemve1|161976|estExt_gwp.C_260117	NA	NA	FX439750.1	NA	NA	NA	c56624_g1_i3	NA	NA	NA	comp258359_c0_seq1
XP_015778490.1	NA	adi_EST_assem_2353	NA	NA	c002990	NA	Contig_10457	NA	comp111178_c0_seq1	NA	NA	NA	NA	NA	FX463942.1	NA	NA	NA	NA	NA	NA	NA	comp251324_c0_seq2
XP_015766064.1	GASU01030432.1	adi_EST_assem_1710	NA	NA	NA	NA	NA	isotig16315	NA	comp357_c10_seq11	NA	jgi|Nemve1|164373|estExt_gwp.C_490109	NA	NA	FX502647.1	Unigene17155_Mix_Normal_N	c12878_g1_i1	NA	NA	NA	NA	NA	NA
XP_015752504.1	NA	adi_EST_assem_449	NA	NA	c017567	NA	Contig_30052	isotig13344	comp10084_c0_seq2	NA	NA	NA	NA	NA	NA	NA	NA	NA	c46953_g1_i1	NA	NA	NA	comp241179_c0_seq1
XP_015765126.1	NA	adi_EST_assem_199	NA	NA	c016194	NA	Contig_18080	NA	NA	comp8830_c0_seq2	NA	jgi|Nemve1|189255|estExt_GenewiseH_1.C_1390015	NA	NA	FX496941.1	NA	NA	bu_91849.1_c190	c55204_g1_i2	comp5882_c0_seq1	comp3567_c0_seq1	Spi_isotig06143	NA
XP_015777644.1	GASU01048277.1	NA	NA	NA	c010380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	c49968_g1_i1	NA	NA	NA	NA
XP_015765237.1	NA	NA	NA	NA	c013454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	c62306_g2_i4	NA	NA	NA	comp260564_c0_seq8
XP_015774410.1	GASU01040059.1	adi_EST_assem_6065	NA	NA	c018903	NA	Contig_6768	isotig15197	NA	NA	NA	jgi|Nemve1|89324|e_gw.21.88.1	NA	NA	FX442891.1	NA	NA	bu_91849.1_c27210	c52607_g1_i1	NA	NA	Spi_isotig09475	NA
XP_015758855.1	GASU01085260.1	adi_EST_assem_2703	NA	NA	c002491m	NA	Contig_8919	isotig00141	comp49902_c0_seq2	NA	NA	NA	NA	NA	FX801481.1	NA	NA	NA	c48482_g2_i1	NA	NA	NA	NA
XP_015756560.1	NA	NA	NA	NA	c014499	NA	NA	NA	comp76776_c0_seq1	NA	NA	jgi|Nemve1|131752|e_gw.300.15.1	NA	NA	FX462418.1	NA	NA	NA	c57431_g1_i1	NA	NA	NA	comp243362_c0_seq3
XP_015752862.1	GASU01079428.1	adi_EST_assem_7831	comp51929_c0_seq1	NA	c012623	NA	Contig_23874	NA	NA	comp22508_c0_seq1	NA	jgi|Nemve1|81851|e_gw.5.394.1	NA	NA	NA	CL5231.Contig1_Mix_Normal_N	c17199_g1_i1	bu_91849.1_c5767	NA	NA	NA	NA	comp259997_c0_seq1
XP_015767076.1	NA	NA	NA	NA	c009403	NA	NA	NA	NA	NA	NA	NA	NA	NA	FX449562.1	NA	NA	NA	c59165_g6_i1	NA	NA	NA	NA
XP_015752533.1	GASU01031859.1	adi_EST_assem_3371	NA	NA	c006209	Locus_1697_Transcript_2/3_Confidence_1.0_Length_1293	Contig_3262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
XP_015772257.1	GASU01095366.1	adi_EST_assem_9880	NA	NA	c004667	NA	Contig_10555	NA	NA	comp148523_c0_seq1	comp44853_c0_seq1	NA	NA	NA	FX447449.1	Unigene81185_Mix_Normal_N	NA	bu_91849.1_c7880	c61167_g7_i1	comp90553_c0_seq1	NA	NA	NA
XP_015758819.1	GASU01031779.1	adi_EST_assem_9021	NA	contig109756_113322	c013044	NA	Contig_37390	isotig09787	comp10667_c0_seq3	NA	NA	jgi|Nemve1|128742|e_gw.254.10.1	comp39677_c0_seq1	NA	NA	NA	NA	NA	c57755_g1_i12	NA	NA	NA	comp252744_c0_seq25
XP_015774094.1	NA	NA	NA	NA	c002529m	NA	Contig_16006	NA	comp5885_c0_seq4	NA	comp3051_c1_seq10	jgi|Nemve1|237354|estExt_fgenesh1_kg.C_1930003	comp45212_c0_seq5	NA	FX439497.1	Unigene135244_Mix_Normal_N	NA	NA	c53856_g1_i1	comp10139_c0_seq1	NA	NA	comp228928_c0_seq2
XP_015763780.1	NA	NA	NA	NA	NA	NA	Contig_29628	NA	NA	comp115670_c0_seq1	NA	jgi|Nemve1|241152|estExt_fgenesh1_pg.C_400096	NA	NA	NA	NA	NA	NA	c62270_g3_i1	NA	NA	NA	comp248063_c0_seq1
XP_015780944.1	GASU01091814.1	adi_EST_assem_10431	NA	NA	NA	Locus_2096_Transcript_3/5_Confidence_1.0_Length_1869	Contig_1505	NA	NA	NA	comp62422_c0_seq1	jgi|Nemve1|95565|e_gw.40.187.1	NA	NA	FX438889.1	NA	NA	NA	NA	NA	NA	NA	comp250785_c0_seq3
XP_015758070.1	NA	adi_EST_assem_3300	NA	NA	c009772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	c55123_g1_i1	NA	NA	NA	comp248157_c0_seq1
XP_015780010.1	GASU01021609.1	adi_EST_assem_7653	NA	NA	c023830	Locus_6649_Transcript_2/2_Confidence_1.0_Length_902	Contig_19993	NA	comp23414_c0_seq1	NA	NA	jgi|Nemve1|104900|e_gw.74.162.1	comp11550_c0_seq1	NA	NA	Unigene79065_Mix_Normal_N	c15408_g1_i4	NA	c62494_g1_i8	comp7441_c0_seq1	NA	Spi_isotig11797	comp230500_c1_seq6
XP_015761711.1	GASU01015515.1	NA	NA	NA	c026110	NA	NA	isotig13281	NA	comp1157_c0_seq1	comp7441_c0_seq2	jgi|Nemve1|179589|estExt_GenewiseH_1.C_130196	comp11051_c0_seq1	isotig06720	NA	Unigene135878_Mix_Normal_N	c7706_g1_i1	NA	c51970_g1_i2	comp3636_c0_seq1	NA	Spi_isotig08907	comp219121_c1_seq2
XP_015767420.1	NA	NA	NA	NA	NA	Locus_3166_Transcript_1/4_Confidence_1.0_Length_762	NA	NA	NA	comp69482_c0_seq1	NA	NA	NA	NA	NA	Unigene124644_Mix_Normal_N	NA	NA	c59586_g1_i1	NA	NA	NA	NA
XP_015774530.1	GASU01079977.1	adi_EST_assem_6490	NA	NA	c010956	NA	Contig_17133	NA	NA	NA	NA	NA	NA	NA	FX440337.1	NA	NA	NA	c49982_g1_i2	NA	NA	NA	NA
XP_015780339.1	GASU01031507.1	adi_EST_assem_2198	comp3220_c0_seq14	NA	c009942	Locus_3538_Transcript_1/3_Confidence_1.0_Length_2685	Contig_7123	NA	NA	NA	NA	jgi|Nemve1|161560|estExt_gwp.C_220207	comp45790_c0_seq1	NA	NA	Unigene68707_Mix_Normal_N	NA	NA	c60292_g2_i3	NA	NA	Spi_isotig05452	comp252613_c0_seq2
XP_015777770.1	NA	adi_EST_assem_5378	comp41071_c0_seq1	NA	NA	NA	Contig_39105	NA	comp7693_c0_seq4	NA	NA	NA	NA	NA	FX453236.1	NA	NA	NA	c55364_g1_i1	NA	comp61317_c0_seq1	NA	comp256585_c0_seq3
XP_015753194.1	GASU01086186.1	NA	NA	NA	c005649p	NA	Contig_39098	isotig12118	comp25912_c0_seq1	NA	NA	jgi|Nemve1|194779|estExt_GenewiseH_1.C_4180022	NA	NA	FX503755.1	NA	NA	bu_91849.1_c20139	c61115_g2_i9	NA	NA	NA	comp247471_c0_seq10
XP_015758090.1	GASU01069588.1	adi_EST_assem_1951	NA	NA	NA	NA	Contig_17761	NA	comp20336_c0_seq4	comp10990_c3_seq5	comp43787_c0_seq2	jgi|Nemve1|162041|estExt_gwp.C_260280	NA	NA	NA	Unigene68304_Mix_Normal_N	NA	NA	c59655_g1_i1	NA	NA	NA	comp251752_c0_seq2
XP_015752371.1	GASU01029981.1	adi_EST_assem_1848	NA	NA	c010149	NA	Contig_17299	NA	comp24897_c0_seq1	NA	comp15876_c0_seq1	jgi|Nemve1|218243|fgenesh1_pg.scaffold_338000005	NA	NA	FX459028.1	Unigene73635_Mix_Normal_N	NA	NA	c58041_g2_i1	NA	NA	NA	comp260904_c0_seq5
XP_015747604.1	GASU01070733.1	adi_EST_assem_6923	NA	NA	c009034	NA	Contig_38906	NA	comp5496_c0_seq1	NA	NA	NA	NA	NA	FX440237.1	Unigene17200_Mix_Normal_N	c16884_g1_i1	NA	c52031_g2_i1	comp9774_c0_seq1	comp17132_c0_seq1	NA	comp225267_c0_seq1
XP_015747228.1	NA	NA	NA	NA	c005754	Locus_11968_Transcript_1/1_Confidence_1.0_Length_2094	Contig_32795	NA	NA	NA	NA	jgi|Nemve1|239459|estExt_fgenesh1_pg.C_150050	NA	NA	NA	NA	NA	NA	c53164_g1_i1	NA	NA	NA	comp245333_c0_seq1
XP_015757775.1	GASU01003987.1	adi_EST_assem_11591	comp28164_c1_seq1	NA	c013865	NA	Contig_41612	NA	comp15805_c0_seq2	NA	NA	jgi|Nemve1|115691|e_gw.133.167.1	NA	NA	FX496750.1	NA	NA	NA	c157831_g1_i1	comp5518_c0_seq1	NA	NA	comp199239_c0_seq1
XP_015763636.1	GASU01021943.1	NA	NA	NA	c016300	Locus_6918_Transcript_1/1_Confidence_1.0_Length_786	Contig_4035	NA	NA	NA	NA	jgi|Nemve1|184387|estExt_GenewiseH_1.C_570095	comp26779_c0_seq1	isotig12529	FX497689.1	Unigene55534_Mix_Normal_N	c17015_g1_i2	NA	c51995_g1_i1	NA	NA	Spi_isotig09665	comp258608_c0_seq8
XP_015762096.1	GASU01087314.1	NA	NA	NA	c005234m	Locus_9375_Transcript_1/1_Confidence_1.0_Length_1873	NA	NA	NA	NA	NA	NA	NA	NA	FX492854.1	NA	NA	NA	c62754_g5_i1	NA	NA	NA	comp249912_c0_seq2
