			K00181	K03209	K00182	K00312	K00408	K00444	K00445	K00572	K00714	K01064	K01357	K01384	K01558	K01645	K19882	K01691	K19614	K16834	K02165	K02166	K02176	K02185	K02222	K02306	K02432	K02235	K02329	K02354	K02375	K02376	K02842	K04690	K03068	K10162	K08960	K02353	K03069	K03096	K03097	K03115	K03213	K03344	K03345	K03083	K02105	K02157	K04385	K02085	K08957	K02620	K04490	K04491	K04492	K04493	K04494	K04495	K04496	K04497	K04498	K04499	K04501	K04427	K04468	K04377	K04448	K04502	K04503	K10151	K10152	K04504	K01397	K04505	K04345	K04451	K04506	K04507	K03094	K04508	K03362	K03347	K03868	K08110	K04510	K04511	K19626	K04512	K04513	K17388	K04392	K07860	K07861	K04440	K05858	K04515	K04348	K06268	K02677	K19662	K19663	K04446
E.Ani	Alligator	asn	102382175	102372844	102377917	102368715	102376031	102373200	102377243	102380960	102372347	102369665	102377468	102375932	102371518	102381755	102385203	102373721	102388132	102378603	102369903	102376611	102367848	102372826	102381841		102379576	102368618	102377195	102388636	102367885	102380339	102388030		102386328	102388846	102375559	102368492			102372323	102375998	102387933		102380630	102387985	102386205	102383198	102376921	102377654	102370308	102383175	102382172	102373887	102385539	102367732	102388720		102373402		102369497	102380797	102375399	102386999	102376659	102370393	102374896		102378816	102388617	102386423	102370637	102388711	102377042	102369602	102376594	102370192	102374872	102382934	102372481	102382623	102371987	102372162	102374013	102372074	102374614	102367837	102379219	102377583	102371812	102384525	102388854	102384004	102376154	102379390	102376749	102377124	102377091	102377784	102368878	102371860	102386486
					102388685	102371877	102367890	102382716		102383312	102378786	102381043		102370312			102385640				102386108		102367925				102371988				106722594		102371525		102368975			102369873			102368777									102376341									102386129		102371912		102373921												102373080					102373413	102370841				102384147	102374050	102380671	102370238	102383248					102374542	102381939	102382581	102382032					102368918
																																						102374968			102373194																		102388379																						102381867							102375678						102376040	102381048	102369083	102386011					
																																																																																															102371353	102372048						
E.Ani	Alligator	amj	102566547	102559781	102569359	102563237	102573669	102574844	106737397	102575772	102564241	102569365	102563189	102569158	102559691	102565070	102568862	102561125	102572228	102557805	102573246	102562741	102565279	102564898	102562156		102566978	102570331	102573694	102558838	102565515	106737187	102559669		106736807	102558701	102570844	102577127			106737049	102561512	102564155	102563275	102566527	106737044	102573542	102566966	102568792	102567239	102574718	102576120	102559656	102558653	102560337	102563221	102567273	109285983	102566458		102571845	102560920	102576984	102569201	102575019	102561083	102566064	109285043	102563714	102564576	102560290	106737250	102564382	102558796	102572143	102570618	102562469	102573058	102576679	102573599	102569199	102562508	102571619	102559800	102561246	106736677	102560593	102565751	102560127	102572451	102576455	102567702	102563759	102570628	102572359	102570318	102576759	106737480	102572836	102572486	102574559	102559296
					102575620	106736642	102561676	102568211		102568312	102576973	102567669		102558673			102563041				102561425		102570445		109284122		106737147				102558031		102572450		102565598			102570134			102567583				109285707					102570878									102562924		106736758		102572775												106737076					102558662	102572700				102568754	102566074		102570062	102563558					102566087	102576994	102564631	102576061					
																					102571672																	106736875			102564769																		106736889																																			102570366	102566880	102562159	102573328					
																																																																																															102560430	106736808						
																																																																																															109282420	109286050						
E.Ani	Pelodiscus	pss	102461420	102450278	102448332	102444359	102450128	102449222	102457308	102452569	102454779	102459581	102450035	102449564	102452741	102446506	102452373	102456149	102445595	102447589	102463019	102452525	102443362	102455065			102457388	102459687	102456024	102453130	102454316	102455873	102463578		102452873	102458617	102445801	102448187			102448017	102456336	102448328	102443730	102455799	102461748	102447607	102453080	102451218	102463006	102451958	102446665	102456229	102459521	102456780	102458694	102450975	102463769	102454667		102451352	102458911	102451711		102445212	102449445	102455008	102452659	102457993	102462674	102445982	102451957		102445249	102454969	102448135	102454051		102446427	102454119	102460007	102452815	102451113	102458008	102458792	102463571	102461761	102455748	102443561	102457091	102455188	102457520	102455375	102460734	102449462	102445881	102457798	102448775	102459336	102449325	102459783	102452242
					102443393	102455431	102455801	102462233		102450567		102452951	102457058	102453776							102449643		106732262				102449813				102450814		102454537		102448200			102456265			102449508							106732117		102462387									102462263		102447947														102458631					102453136	102449762				102448973	102459830		102461920	102458580					102459702	102461092	102461772	102445775					
																					102458907																	102444255			102460464																		102456339																														106732286					102453224	102460883	102452528	102453558					
																																																											102451846																																				102455767	102463425						
E.Ani	Chelonia	cmy	102938717	102937737	102929895	102940852	102931707	102932991		102945035	102941464	102940629	102937268	102929745	102935351	102937768	102939302	102939878	102942594	102938301	102931476	102933660	102936688	102944540			102930466	102942651	102940105	102945581	102945084	102933633	102932495		102945539	102938336	102932247	102935034			102931790	102931510	102946630	102944877	102945693	102935600	102945656	102945350	102940811	102943104	102933801	102943166	102947844	102935138	102930185	102931957	102934883	102937428	102932669		102943973	102944293	102945563	102936052	102946225	102943256	102937264	102939498	102947923	102931445	102940098	102943431	102941027	102942887	102943305	102934531	102944670	102946101	102935126	102947026	102932779	102932876	102943754	102936870	102943291	102942613	102933425	102942347	102933456	102934710	102945867	102936049	102938636	102934812	102942020	102938664	102931885		102941618	102942074	102932331	102929542
